pc1,pc2,ood_source
0.039164245,-0.10754481,mnist
-0.22487968,-1.2115862,mnist
-0.0545128,-2.3043673,mnist
-1.2335688,-1.4107292,mnist
0.46826988,0.029867481,mnist
-1.4231424,-2.9338117,mnist
-1.105796,-2.233114,mnist
-0.25588226,-0.24901283,mnist
-0.047739625,-1.6705184,mnist
-0.092942536,-1.1533574,mnist
-1.9084008,-0.1195074,mnist
-0.28017074,-1.0360037,mnist
-0.9404518,-1.5202483,mnist
0.2896995,-0.807722,mnist
0.7638115,-1.5503819,mnist
-1.142893,-0.3602844,mnist
-0.52736974,-0.69021446,mnist
-0.35840565,-3.36121,mnist
0.7342004,-0.99920785,mnist
-1.8432269,0.07820989,mnist
-1.252907,0.6723117,mnist
-0.4372812,-1.5213237,mnist
-1.0582818,-2.0227935,mnist
-1.1169255,0.77819574,mnist
0.15376753,-0.8384343,mnist
-0.35100967,-0.066047296,mnist
0.11309034,-1.6477716,mnist
0.15211433,-0.7404742,mnist
-0.86674213,0.04439914,mnist
-0.010929167,-0.9310419,mnist
-1.2418821,-1.7699914,mnist
0.90230507,-0.86926425,mnist
-0.51197183,-1.0785179,mnist
-0.4602372,-0.86218417,mnist
-0.12819463,-1.6836044,mnist
0.62487596,-0.1542768,mnist
0.25798732,-1.6453546,mnist
0.29945177,0.5266523,mnist
0.54787,-1.0687988,mnist
-0.7961855,-1.1725843,mnist
-0.36479348,-0.8333736,mnist
-1.285521,0.94969356,mnist
-0.19859248,-1.5075693,mnist
-0.24781746,0.9826093,mnist
-1.2475543,-1.7507961,mnist
0.7985497,-1.9792912,mnist
-1.3958452,-0.5562308,mnist
0.07161492,-1.7320576,mnist
0.53901714,-0.43929908,mnist
-0.99918425,-2.1563308,mnist
1.0018954,0.71204543,mnist
-0.4385304,-1.3726351,mnist
-0.44288626,-1.6461966,mnist
-1.0705249,-2.6565976,mnist
-1.3142462,-1.861191,mnist
-0.61768985,-2.1250384,mnist
-0.04986179,-1.2026482,mnist
-0.69621813,-1.741611,mnist
0.41946524,-1.5928255,mnist
0.7467299,-1.2186172,mnist
-0.72761863,-1.8454926,mnist
-0.20816356,0.15014194,mnist
0.8165569,-0.09163901,mnist
-0.78107524,-2.7862175,mnist
0.023496866,-1.9881816,mnist
-0.6339617,-1.3120146,mnist
-0.4842059,-1.5898858,mnist
0.89120764,0.07130851,mnist
-1.4820096,-1.8642983,mnist
0.2234332,-1.050298,mnist
0.098309934,0.5374565,mnist
-1.0858468,-2.8409293,mnist
-0.3375988,-0.45414814,mnist
0.06167358,-1.5291123,mnist
-0.75344265,-2.3314211,mnist
-0.90962964,-0.5031135,mnist
-0.21196026,0.14380018,mnist
0.14117998,-1.0692897,mnist
-1.7834742,-2.6412823,mnist
-0.31110048,-0.41219726,mnist
0.43137616,-0.799293,mnist
-0.70775455,-0.7996408,mnist
0.46717328,0.51664025,mnist
0.24267846,-0.6016863,mnist
0.23333484,-1.4234393,mnist
-1.0057222,-1.9252846,mnist
-1.1267927,-0.4320253,mnist
-0.5265692,-1.2340649,mnist
0.14110285,0.87444735,mnist
-0.51661074,-2.375983,mnist
0.087869346,-1.8494648,mnist
-2.1085835,-3.1396859,mnist
-0.85307807,-2.6291091,mnist
0.9640259,-1.0051872,mnist
-1.1688551,-2.4903255,mnist
0.26746792,-1.2062182,mnist
0.36882013,-0.8206622,mnist
-0.12024826,-0.6126531,mnist
-0.3247946,-2.0241008,mnist
-0.40881133,-1.9815388,mnist
-1.0211357,-2.0642889,mnist
-0.6427609,-0.89517426,mnist
0.7247717,-1.0814973,mnist
-0.5305668,-0.52710265,mnist
-1.1248249,-0.3719292,mnist
-0.47878382,-1.5002735,mnist
-0.29503733,0.096407294,mnist
0.20010501,-1.0045843,mnist
-0.6815938,-0.68024987,mnist
0.3578059,-1.0024768,mnist
0.40915745,-1.6625912,mnist
-0.24376613,-1.9143039,mnist
0.366229,-0.4703134,mnist
0.046728075,-1.0992565,mnist
0.29159802,-1.8163729,mnist
-0.09452343,1.7079172,mnist
0.14977902,-1.4909384,mnist
0.8047311,-1.0289042,mnist
0.66118485,0.098483875,mnist
0.7941224,0.3287126,mnist
0.90212876,-1.0654242,mnist
-0.70012134,-0.084276214,mnist
0.195432,-1.4374967,mnist
-0.36375618,-1.571079,mnist
-0.2746452,-2.4889843,mnist
0.8364293,-0.8543464,mnist
-0.78278005,-2.0200114,mnist
-0.2016558,-0.9560635,mnist
-0.007828474,-1.460824,mnist
-0.058808744,-1.8229065,mnist
-0.60613644,-0.25527987,mnist
-0.6250789,-1.7176946,mnist
-1.6159589,-2.4506085,mnist
-1.601107,-0.3961435,mnist
-0.8897625,-2.281442,mnist
-0.82980806,-2.5116389,mnist
-0.0042386055,-2.8968036,mnist
0.25537342,-1.3456144,mnist
-1.2892563,-2.4959388,mnist
-0.22385323,-1.8446989,mnist
0.22092623,-0.6108947,mnist
-0.4350782,-1.4390192,mnist
0.13285881,-1.6383846,mnist
-0.4952923,-0.13852614,mnist
-0.5930831,-0.7692857,mnist
-0.22579294,-2.0858493,mnist
0.5081579,-0.95313776,mnist
-0.032039523,-0.9280111,mnist
-0.5035209,-1.0769178,mnist
0.25220782,-1.4819216,mnist
0.88512176,-2.1291287,mnist
-0.34475255,-2.245042,mnist
-1.3942447,-0.9066354,mnist
-0.0028027892,-0.79850507,mnist
0.08643931,-1.6783631,mnist
0.38121098,-1.3301941,mnist
-0.37603754,-1.5362356,mnist
-0.45780188,-0.58603966,mnist
0.29088157,0.5346553,mnist
-0.4572086,-1.876968,mnist
-0.11197972,-1.4393477,mnist
-2.2473378,-1.2117987,mnist
-0.9477018,-1.7852316,mnist
0.76055974,-0.9493052,mnist
-0.49998897,-1.2457318,mnist
-0.4025485,2.1771517,mnist
-0.15545255,-1.282393,mnist
0.039113224,-1.2076423,mnist
1.0673063,0.87205005,mnist
-0.44167635,-0.99465466,mnist
0.6433607,-0.86990786,mnist
1.9621546,-0.9380145,mnist
0.28167337,-0.3592504,mnist
-1.1436899,-1.6483809,mnist
-0.04555136,-1.7104914,mnist
0.8236515,-0.21979293,mnist
-0.9352573,-0.7653555,mnist
1.2419045,-1.6011521,mnist
-1.202847,-0.81504524,mnist
-2.0639799,0.612259,mnist
0.33928555,-0.36780247,mnist
0.61632234,-1.315517,mnist
-0.52047366,-1.9687307,mnist
-0.004419863,-0.51721126,mnist
0.057991087,-1.588839,mnist
-0.95723075,-2.399082,mnist
-0.2615953,0.72310627,mnist
-2.027931,-2.7524548,mnist
0.082583606,-0.8625001,mnist
-1.2892525,0.31948766,mnist
-0.833279,-0.44097605,mnist
-0.79922104,-0.72098774,mnist
-0.55549276,-2.0005548,mnist
0.19418854,-1.4042485,mnist
1.1647365,-1.7184438,mnist
-0.71063024,-0.75735176,mnist
0.11498517,0.54664016,mnist
-1.2136312,-3.183137,mnist
-0.14396805,-2.0508003,mnist
-0.6393634,-1.6410924,mnist
-0.41575438,-1.7062694,mnist
0.41923076,-1.2806187,mnist
0.212426,0.5617603,mnist
1.6884615,-1.2655239,mnist
0.9649423,-0.20781836,mnist
-0.1355921,-1.4634541,mnist
0.28546888,-1.6331565,mnist
-0.22227031,-1.7489266,mnist
-0.3231064,-1.2043289,mnist
0.69583863,-1.2603523,mnist
0.47059137,-0.65723914,mnist
-1.0175109,-2.324649,mnist
-1.5403256,1.1645719,mnist
-0.64245665,-2.8095753,mnist
-0.0154131055,-0.60153246,mnist
-0.4753697,-1.912324,mnist
-1.6929474,-0.8257762,mnist
-0.7604964,-1.5350616,mnist
-0.31636333,-0.9945247,mnist
-0.48497573,-0.5446657,mnist
-0.57917356,-1.7138884,mnist
-0.51628375,-1.8608574,mnist
0.8660602,-0.32807264,mnist
0.26933974,-2.1390479,mnist
-2.212213,-0.8732228,mnist
0.21457404,0.16603144,mnist
1.5165677,0.64367056,mnist
-0.65620315,-2.3676636,mnist
-1.0749015,0.10228534,mnist
-0.5559677,-2.4166553,mnist
-0.40254003,-1.4883952,mnist
-0.19305491,-0.63324565,mnist
-0.9217067,-1.3291184,mnist
-1.1314212,-1.7578356,mnist
0.12167591,-2.1110833,mnist
-0.1341489,-1.1068318,mnist
-0.2794249,0.0038779639,mnist
-0.15948403,-2.0877073,mnist
-1.4737194,-1.5780292,mnist
-0.31540483,0.4833351,mnist
0.1346783,-1.9394095,mnist
-0.58841854,-2.1885183,mnist
-0.03942275,-1.620575,mnist
0.54765624,-0.81671983,mnist
-0.048193812,-1.4134128,mnist
0.08102828,-1.6541444,mnist
-0.9234764,-0.8971145,mnist
0.06288904,-1.1740699,mnist
-0.6721202,-1.2787052,mnist
-0.55983484,-0.89351463,mnist
1.0286138,-0.45167884,mnist
-0.37320203,-1.3860488,mnist
-1.0161798,-1.7696266,mnist
0.88192314,-1.4413056,mnist
0.22464246,-0.8845402,mnist
-0.5559975,-1.2012659,mnist
-0.41099447,-2.217297,mnist
0.42785662,0.3449157,mnist
0.6858205,0.6101297,mnist
-1.053621,-2.148497,mnist
-0.68672013,-1.5643582,mnist
-0.67516506,-1.9954855,mnist
0.8050181,-0.7057079,mnist
-0.84099674,-0.76633894,mnist
-0.6209289,-0.901559,mnist
0.48717016,0.2887023,mnist
-0.79334784,-1.995127,mnist
-0.3905086,-1.8994124,mnist
0.007259667,-1.2064048,mnist
0.024738848,-1.3669335,mnist
-0.15431267,-1.9992185,mnist
0.090156496,-1.4719267,mnist
-0.4000559,-1.4956115,mnist
-1.5040815,0.5422366,mnist
-0.59742105,-0.500593,mnist
-0.56161296,-0.9684167,mnist
0.1711635,-0.6237658,mnist
0.012221515,-1.6830345,mnist
0.15078896,-2.654608,mnist
-0.92466134,-1.8341293,mnist
-0.62379545,-1.439276,mnist
-0.97362965,-2.4824736,mnist
-0.27451497,-0.45394254,mnist
0.58624715,0.26847,mnist
-1.4644613,-0.26144388,mnist
-0.80779755,0.18082482,mnist
-1.6542282,-1.9890392,mnist
-0.2837317,-0.33210883,mnist
0.8643916,-0.48302427,mnist
-0.7582543,-2.6518695,mnist
-1.2594856,-1.7502933,mnist
0.9793052,0.15401445,mnist
-0.7406427,-2.035621,mnist
-0.36636847,-1.5349224,mnist
